time_index,origin_a_jacobian_energy,origin_b_jacobian_energy,origin_difference_jacobian_energy
0,0.07723247273159879,0.02819466535999839,0.10719796897111726
1,0.031006199196521526,0.05208472599458348,0.0727116631086184
2,0.031146291104960255,0.04137626430019736,0.05879359400049517
3,0.031127844265678765,0.04308895674434358,0.05735863498245765
4,0.01641616539667926,0.05375697346503979,0.06189538217066521
5,0.015182158252823033,0.11928883293044887,0.12388569193925443
6,0.019779694997331326,0.05047455070390632,0.07341603958463695
7,0.033010668840558664,0.028587710265128408,0.05777388730036494
8,0.028659232474248193,0.027067619843624664,0.05259621687166925
9,0.03386945818264004,0.024677454306843823,0.051676370619264035
10,0.04058099857190557,0.017187620822889067,0.05176987624560882
11,0.08198522895275216,0.016744534130599016,0.09913317978914295
12,0.05571826636566714,0.017180380956103494,0.06802753942611162
13,0.028705257109582556,0.032894471921151434,0.0517952999382812
14,0.027947325218909618,0.02613050489786214,0.04772303996391462
15,0.025536995627460004,0.02701915502049295,0.045770777934064553
16,0.018130743032088503,0.030571962451046732,0.044539516197151637
17,0.018250969379940734,0.06088225001128324,0.07749870099775892
18,0.01867130403531649,0.0409643003326242,0.05484185710832078
19,0.039265210085432045,0.028862786779687406,0.06172696816585293
20,0.027926775984399552,0.027414784312506008,0.055174294697021
21,0.02984140019647644,0.02507896468679454,0.046260274595364796
22,0.03205207016435452,0.017634304706007242,0.04464930669720551
23,0.06673492598513674,0.016311838939145673,0.07909453387089473
24,0.04058893091236574,0.01745124974279731,0.05381755595694163
25,0.027635096852983616,0.030749537859394747,0.050599944981513545
26,0.026585340523784647,0.02448169009481457,0.046805234592674036
27,0.024368967430616197,0.028339285977251296,0.04473895884335174
28,0.017494296857746252,0.034356175626661364,0.04844278193611119
29,0.0169808460164599,0.06753445273456496,0.0830916361758552
30,0.017390225052492627,0.04649583180642886,0.056233407372409214
31,0.03303794028137678,0.029052896513478896,0.059302812887056335
32,0.024483343441845915,0.029241111948587268,0.049921889922448566
33,0.028396929859549606,0.025627188586180898,0.049477376912753765
34,0.031627563375098235,0.017200094130073142,0.04408673596169267
35,0.06611139435803384,0.017556145737346793,0.08041403017289538
36,0.042817411177176315,0.019597833045866406,0.055321149686018804
37,0.027417573301396,0.03743297271388916,0.05029493877165286
38,0.027275756926558512,0.0254508741927566,0.04625513491919264
39,0.024160211928704354,0.029640978717777346,0.04590189093973355
40,0.017027730407010364,0.03223172898287885,0.04244095330692029
41,0.016840662515148454,0.06813552185901374,0.07728508254928913
42,0.019223340546886902,0.04988669290781088,0.0617631489336158
43,0.039470907477412505,0.03048433962145022,0.06167875479773751
44,0.025684821167877608,0.029839611100864465,0.04760347277208764
45,0.02871734752781257,0.026596213757459606,0.048046615486133044
46,0.03130212116853467,0.018325395851986417,0.03987047770767406
47,0.06017745761034478,0.017280424901400693,0.06511966961053466
48,0.05101231329276094,0.019750493426857117,0.06124370200476343
49,0.030770794494726163,0.0371298700546114,0.05903040021491636
50,0.030536512526201216,0.02828298186068423,0.051978145709394345
51,0.02658827754930826,0.03529462012790775,0.053467006472471566
52,0.018450718241053567,0.043337037909493246,0.049674252168707814
53,0.017578546243644917,0.0779140094631917,0.08598714480675491
54,0.01964732186960256,0.047638543332660835,0.062142590493229885
55,0.037896290043136105,0.026803519928112758,0.06129954302949565
56,0.028442444460649443,0.030207294511326057,0.05549768961749838
57,0.03472770903109839,0.023109461180865765,0.05108216827751936
58,0.04363262709271761,0.01721428708905088,0.05116270559665281
59,0.07358931710561072,0.019484026935450465,0.07943474203680775
60,0.04790000270544884,0.021453663914663985,0.0643150231002697
61,0.028995821125655703,0.041339624147180336,0.05961179376130791
62,0.030059107660365823,0.022304055061665298,0.04752869170624763
63,0.023050734974926206,0.029061037032598897,0.04573705049032079
64,0.018347440401807295,0.03196808241877339,0.045756968561493395
65,0.01889219847050429,0.06673727870552934,0.07749533625818524
66,0.02067033648823521,0.06930031158013403,0.08299272698682866
67,0.04287490031440809,0.039266793554166464,0.07177378123742528
68,0.02269413896803079,0.03711326637338581,0.048775720110695274
69,0.029880568046272465,0.032948186463077685,0.05346702413018128
70,0.03321652486712472,0.018710530737215385,0.04413197873925258
71,0.07055421725298013,0.018631043665144325,0.08324976564784135
72,0.0702965446606478,0.024744334875971878,0.07730476537420015
73,0.04125949774295025,0.059193219540507665,0.07436452601853359
74,0.03726046941093435,0.02710280961140857,0.051367239165951366
75,0.03287741985072249,0.03331155280050423,0.04908333365165163
76,0.018755442524187465,0.03870573013721566,0.0506561218353454
77,0.017889496983635973,0.0865118887616388,0.09687344960652158
78,0.02372754615602649,0.057425716777548326,0.07492783959189962
79,0.060671507316458574,0.03559428882311165,0.09406012067172144
80,0.026121611684045223,0.032861868030782455,0.04973316658704009
81,0.03365207051267914,0.03248946987774356,0.059556706845926656
82,0.03881126435797861,0.019567062264416433,0.05311349193964686
83,0.08808979663964626,0.021918767143298674,0.0976309387229516
84,0.052131952796896384,0.02387031250275738,0.06538548505756937
85,0.03183544735657051,0.03758911347540561,0.06302448799916809
86,0.029235462911726375,0.028360076576063875,0.046684652338236834
87,0.03029149386150363,0.036172114032004696,0.05203636077515382
88,0.019336610991948482,0.03572627282119356,0.049449465108669495
89,0.020672586247591034,0.08064423284875895,0.08852193206049767
90,0.02347535242318242,0.05548111356620211,0.07849238224194519
91,0.04063175097689964,0.03678881656170623,0.07359803650511562
92,0.027338972127056747,0.031115762407093177,0.04919257126415947
93,0.03253455828235019,0.02907574885154775,0.05457144625168959
94,0.032587791967671365,0.020361803508421872,0.05051537779841705
95,0.07016806720015925,0.019980587439411984,0.08507367031415924
96,0.06183943904553806,0.02320244167016686,0.07867052203177341
97,0.03780891809895236,0.040886079632660506,0.07153866328215892
98,0.030982605173319046,0.023108491287400414,0.044112678186918074
99,0.029584451042215472,0.027342586115992162,0.04686565580777824
100,0.021383297874958122,0.03140567819978709,0.04670848731309109
101,0.020219914440531284,0.06983990716772885,0.08116574995386015
102,0.02613999225182592,0.07350875960712853,0.09694714850047603
103,0.04339751105414637,0.03979655892804398,0.07762727939656802
104,0.02529445093698866,0.036155071579352285,0.054887167805905586
105,0.029566939055387462,0.03584919075053351,0.0613860320445383
106,0.032012469299453575,0.02223207224077279,0.04998575045361316
107,0.07129188596237716,0.019329350992588194,0.08881001415180176
108,0.06562455430477192,0.027641756040143912,0.0845365815621335
109,0.035280389122947654,0.04342417979621262,0.0677116124632968
110,0.032427010253221464,0.028224792140203396,0.04980204110532733
111,0.03218852422911108,0.03055901516511637,0.05398471890034021
112,0.019234297261781257,0.0366979456365308,0.04942444568899061
113,0.017603865238405497,0.08565036382268383,0.09021365579766487
114,0.02531477912478814,0.08130911841206918,0.10343156402398433
115,0.04417239465068893,0.044010431451689716,0.07773113470258457
116,0.026729224143699475,0.041537257570390854,0.057747298248744174
117,0.029447909895679913,0.03701146524586615,0.05493909581231752
118,0.03474867507715577,0.021332681334960007,0.0499369446354519
119,0.07918728352940109,0.01914839313394623,0.09077084951734703
120,0.07695746713683807,0.030176033080871485,0.08947951501717658
121,0.041651553582466604,0.06043352262557684,0.07830147981543892
122,0.037566472443618944,0.028581141692744234,0.05013855595565734
123,0.033554896142699624,0.03034499366185628,0.05171588187762869
124,0.020179729956518195,0.03953549764160665,0.051933094106581326
125,0.01763437459677724,0.09365034501284494,0.10259574109971124
126,0.030425321597639204,0.057998002857077936,0.08422442247891533
127,0.06482392692955077,0.03391062407588054,0.10131333340957228
128,0.026781149583777215,0.029588734067926583,0.04899719467253557
129,0.03053722096540566,0.0314007153543311,0.058444804166876044
130,0.039347465206187086,0.019070499086020782,0.055123828804685866
131,0.0908114465647876,0.02019447607017355,0.10495176865619474
132,0.057546102038551386,0.029211697763197923,0.0802511085930746
133,0.03377739377382178,0.042604578974922855,0.0731576095609593
134,0.029737376645373712,0.02574737010374,0.04821188291784243
135,0.030283764089939984,0.02873461164667138,0.051311413932126015
136,0.019455090123561343,0.040230167152393345,0.05280848103991177
137,0.019640423272254078,0.08145751346767481,0.09129779831190328
138,0.029318088179154853,0.048492170309015946,0.07456604420024503
139,0.04787440763071312,0.031212015521305148,0.07901167879962097
140,0.02544838689729139,0.026397897696629764,0.0455682929210265
141,0.028175915440702477,0.03204725668599297,0.0489956113493203
142,0.03850079568136217,0.018236550591869412,0.05484505483972108
143,0.07512686819037688,0.016058851942943875,0.08538963078587715
144,0.04942583188988335,0.025466186475698902,0.0721647916611151
145,0.03183995478216924,0.059867567630135454,0.08642328234938239
146,0.025259735196803895,0.023156648821895942,0.04276035699669072
147,0.031581202027155086,0.028630323001250093,0.048792175096293376
148,0.017598470369453674,0.03856050481512544,0.05114575296257889
149,0.016171669571901606,0.07139541582936156,0.08356263858565528
150,0.026690483710678694,0.05815175945047356,0.08906688011068452
151,0.06385174001583696,0.0348040580772379,0.09075793740339577
152,0.023597253256801714,0.03029963798118323,0.051826939514804896
153,0.02855144087100468,0.030888044512331753,0.0612511433594461
154,0.038737925700843334,0.020075644439202733,0.060942781827179715
155,0.0750658748397005,0.018838435494607047,0.0891123896082198
156,0.061317895196095505,0.025867794105059665,0.0793917730292638
157,0.03645501133412056,0.04757825013283374,0.07328289770105455
158,0.033143646352982614,0.028806638768790954,0.05200438589755712
159,0.032376601803532266,0.03237499200726494,0.05119893092861665
160,0.020576458591676783,0.039275484049410024,0.051846775837475434
161,0.019456640291277187,0.07747078356624115,0.08883269167355527
162,0.02697071764850989,0.0629328131222532,0.08277458216512709
163,0.05091816215800853,0.040065024976294286,0.08611946431587317
164,0.02854144334144491,0.033386169417229085,0.05224127599753307
165,0.0339128392422156,0.031316868032653086,0.06555517157955494
166,0.038021445330481844,0.024410487093388968,0.06121105213450002
167,0.07954622806157984,0.022906784078389007,0.10186444696903761
168,0.06708667512326169,0.029149903379480487,0.09370017428383497
169,0.03997543714337683,0.06012254862330987,0.09002121307172015
170,0.033560307596677115,0.02864500802596532,0.052613376727094874
171,0.03226043177502496,0.030943120179082535,0.05445057589635586
172,0.02406015923354841,0.04231840789621596,0.05820070655733746
173,0.022320104993663596,0.08938649745791086,0.10615196818668794
174,0.028428804293590865,0.08299548597590599,0.11026182734557162
175,0.05923723814859321,0.046775862293933254,0.09683183388135928
176,0.0316562260725602,0.0462092895915183,0.07718208703694732
177,0.031599060671786514,0.037396903138349966,0.06415486725745723
178,0.04145742802107374,0.031479014106610394,0.06861745383191321
179,0.08949470214429311,0.0250171003426658,0.11028942193869236
180,0.08046828209938083,0.03837520163922038,0.1198700547309792
181,0.045933977765214094,0.07494217075457398,0.11480194020883314
182,0.04277286505800605,0.037182089793662144,0.07408685465010681
183,0.0339797021234907,0.04193696747721073,0.06801398210726413
184,0.028405079428921454,0.050809068742507534,0.0738083100960856
185,0.024702466956763862,0.09639544106903486,0.11438419647415035
186,0.03468310286864705,0.096870437659423,0.133691595655234
187,0.06519621240399179,0.05660987569094037,0.11885965219698846
188,0.03414025085865952,0.04268705509977216,0.07344196522691553
189,0.035377219888947105,0.04315911806978485,0.0737323206101012
190,0.04430436565079227,0.03612333643208591,0.07490806638296428
191,0.09305297844860304,0.02737346787450536,0.11607939257685627
192,0.0926222063239298,0.04047061999777465,0.12666756389496317
193,0.05756001275689674,0.06919829621827896,0.1225375558590583
194,0.03945708270059965,0.0386807225918996,0.0700629692853129
195,0.04443246980164466,0.04537133497277474,0.08021648236899637
196,0.03520359173749706,0.055257362789624107,0.08595327336141574
197,0.026496070778063898,0.11048248543686766,0.12490108575522234
198,0.040309597979233204,0.1160418866929831,0.15773845301425485
199,0.08292955129789854,0.062303091867111755,0.14390972101578622
200,0.04127161708519062,0.04257261994332241,0.08131564630353491
201,0.045299729646233446,0.04293168396023767,0.08735650312987023
202,0.05577524130473778,0.031892619695489496,0.08512741070340521
203,0.10954875960929453,0.027527644209580364,0.1330037347007809
204,0.10392897398144539,0.04098874028464446,0.14598226745978796
205,0.05803819382189041,0.08934517090217144,0.14665969230450823
206,0.04210629582355198,0.04065903536060692,0.0734745196158266
207,0.0432753484076654,0.047398605756045854,0.0741951467436073
208,0.03266790985383393,0.059865011451100666,0.09612928948731028
209,0.028338682613269026,0.11225521861758482,0.13466745002577746
210,0.03783043078354759,0.09676235093086559,0.13523522635971727
211,0.07361916635792502,0.05838687580191098,0.137200628253465
212,0.03560026199037176,0.03806578596413601,0.0624513465507854
213,0.04275813618317313,0.03733670236501244,0.06821358012634196
214,0.05781466563764427,0.026619487610462653,0.08436764101497829
215,0.10627883021619969,0.024999487147267376,0.12280251528552201
216,0.08915721408266108,0.032887301318364086,0.11392205302919527
217,0.05297003287705593,0.0578964421895632,0.09755747240602172
218,0.03765368987348795,0.03207455814221508,0.054965214473278526
219,0.035736946174958054,0.04609037813289823,0.06232570406947551
220,0.026370778192358557,0.06057544383968759,0.0869679315157035
221,0.02398805177342313,0.1304689978922917,0.14514028305503807
222,0.02988018380710855,0.065743752482896,0.09922975678013504
223,0.05605212070388786,0.041068042923663076,0.1013076649521411
224,0.031683779865228905,0.02833486399634109,0.0532456135468757
225,0.043578348467625413,0.025965814104503288,0.057120060918220715
226,0.059296007841892005,0.016770268517055747,0.0756294189361922
227,0.11765877795239378,0.017425009570225875,0.1267733303247951
228,0.06700588970021013,0.024190498813238395,0.09168946787914527
229,0.04033491819323639,0.04066073132604028,0.08525641983474738
230,0.028044310735172724,0.025176184793443617,0.04397846079830613
231,0.025298766322001547,0.029781619318652832,0.0431128220287584
232,0.016493608403834514,0.04715154880042454,0.062309063384808336
233,0.017266183843146012,0.09305451673571952,0.10668784201178434
234,0.023647798169154806,0.061824553498549255,0.08491969408766765
235,0.04049370832841045,0.03796106454579525,0.07931772074412688
236,0.0257775380887324,0.023659057060805417,0.044122064856180386
237,0.02949005953061195,0.02289672221377259,0.045804290300501246
238,0.0457893798697374,0.01776214716561039,0.07181713928002864
239,0.08783875147595868,0.016919277191586195,0.10324581112113915
240,0.06629528284039614,0.01871670817074898,0.07948017083357886
241,0.04150599186375205,0.03536293571648587,0.07426460686422486
242,0.024093763052535775,0.02291142643350343,0.03798053357292831
243,0.022572316204397275,0.027988955682043785,0.0406688334291435
244,0.017020905114415136,0.0369365035834822,0.05982115151709877
245,0.016055251949832643,0.0891215993428237,0.09651750205999374
246,0.018820694796366815,0.05824966386925163,0.07775934055514101
247,0.03606858541024849,0.03413776718870005,0.07028276488251452
248,0.021622234858763738,0.02356731691647188,0.038969189302796234
249,0.02550412288318122,0.02237264987758993,0.04311898872505741
250,0.034180497975155176,0.01694466584532555,0.05368992927001922
251,0.08678637915415623,0.014866260363695412,0.09708140415854619
252,0.05446530920744408,0.018113080552471468,0.06701661012734153
253,0.03304644589141909,0.04082961694803089,0.0629276491069634
254,0.021067818652747,0.02109402593383233,0.03652327947825792
255,0.020093289883724146,0.02152819849600616,0.032773762020432126
256,0.016228627416629542,0.03906958652493943,0.057610201399906406
257,0.01406049308778685,0.08289578780802133,0.08594070593244396
258,0.017010447920516265,0.05791571780615153,0.07173903776232951
259,0.042819205160152966,0.036576872412946874,0.07017990032909438
260,0.01940997112043468,0.027315122922508244,0.04377412778973978
261,0.0198013646056227,0.02608940532393587,0.04515599767078778
262,0.03391895264836161,0.018893142958404496,0.060867035299971964
263,0.07019909594756817,0.017218869060993063,0.08445798933306443
264,0.05773658274639664,0.019941672874015888,0.06808899671471279
265,0.036388955060309466,0.044636456349897866,0.0688902590107838
266,0.025698724921052678,0.020984558571529175,0.04024967036093585
267,0.02297488050472956,0.026347974348547205,0.03886597880461652
268,0.016969515925406346,0.037916988300691755,0.05732966769885804
269,0.015969142232539264,0.08373491224483587,0.08434326944656537
270,0.020106232840459728,0.05671018334812418,0.06947525817668065
271,0.0467103732974335,0.033719081896249135,0.07717898766609974
272,0.01889309085527202,0.025119206508471898,0.04423429586001605
273,0.024857686352333985,0.02302992312512028,0.04609635322620826
274,0.03476379601592531,0.017127598055854572,0.057939015295622606
275,0.07854394774975455,0.012239594265078526,0.0884568550682161
276,0.060760722472748184,0.019530544220677775,0.07377164642093703
277,0.039220159037670656,0.0395001505800922,0.06702013944076109
278,0.02712877010552412,0.017779705750789226,0.0425017138207165
279,0.02334819821200134,0.02224917342911275,0.03621308739820961
280,0.01728220419110065,0.03032231282954204,0.052271212151806266
281,0.012424419826337336,0.07659644594033514,0.08087633650783184
282,0.019449270613092397,0.06020473027144492,0.07432311098091304
283,0.040890573950101886,0.03514246240956709,0.0704260818019975
284,0.018416150437717858,0.027105771836691668,0.043318324198480695
285,0.024212712967710104,0.02561813967830468,0.04782541806551827
286,0.03070978777395794,0.014746926392295532,0.04845771257948529
287,0.08202885257820267,0.013855697208782658,0.09057151825566377
288,0.05564491847222338,0.018651175143272018,0.0676933661701956
289,0.032786126530222,0.028089453607598052,0.056175463645818775
290,0.0232717155501762,0.02405107670243264,0.041488003671734726
291,0.02354335515389851,0.024167234685072408,0.03758423215809411
292,0.013750687201536493,0.035983206627341655,0.05112869941097285
293,0.013266220422727721,0.08372707866822436,0.0918531161150895
294,0.01752397650229146,0.04579619687969431,0.059134981175053065
295,0.026745327904271626,0.02456006830366927,0.04824400630397057
296,0.022364479045791086,0.02237901198012488,0.04032044479806375
297,0.021444947863139014,0.020999788865862814,0.035891619261487255
298,0.03380070681409312,0.012868682664702646,0.05076654119849471
299,0.07568162763865464,0.01224979142612678,0.0824657657275176
300,0.047167483334695656,0.014684964799796165,0.057780979155463034
301,0.024699168241308404,0.023718303289829885,0.046163444346997755
302,0.022758804211792136,0.020698375101866468,0.03687760588945821
303,0.0209128101913458,0.01969812064323508,0.03557377021310718
304,0.012186335157561448,0.02946274594017138,0.04406853350519668
305,0.011526046084847101,0.06354154880266703,0.06718360815596368
306,0.014038137676834594,0.04572014008902313,0.05677594761281008
307,0.02256200335354411,0.029450063317199238,0.054039284270921986
308,0.020246442561204146,0.02366432266717311,0.03825844953410394
309,0.019137397726548704,0.022349560608355596,0.03967847483207671
310,0.028599544771298367,0.014727739657765986,0.04537254122468377
311,0.06033218533100028,0.01532626134576276,0.07442933851728283
312,0.04242352445310514,0.017817643492890056,0.05661508124155391
313,0.027153117842057588,0.02669096292811446,0.053658979441804276
314,0.023277661787038335,0.021251587114030763,0.0328397997634186
315,0.0228368672542274,0.02161397470523038,0.033846228666204424
316,0.015304626290994097,0.027575244562675443,0.036208320772857405
317,0.015221503899998165,0.05498726700482491,0.05969476293622782
318,0.017044891285227744,0.03451733036698507,0.046773373760515824
319,0.02735208013161485,0.023022837407812143,0.04608391659400825
320,0.0201803070646877,0.022792705508306556,0.03706033977505285
321,0.02115066938858945,0.021532752065728085,0.03757379719380489
322,0.026448180395943512,0.02008287834697902,0.04372411210247914
323,0.05242243954229967,0.01733253089228778,0.0586046550555953
324,0.035574591512808444,0.018883393932940504,0.04860212645144202
325,0.02324832788144704,0.05011946753074881,0.06581462176732852
326,0.022540186781303158,0.02014665141801483,0.03281483363285328
327,0.020472455008920015,0.018863726440551027,0.03252180432692902
328,0.017070906776228054,0.02452984158714701,0.03739424807593293
329,0.015003782098314591,0.04318164890407518,0.052604080423147286
330,0.015484609155724425,0.035648889662947374,0.04773108986306137
331,0.04351510069266494,0.02428588701877743,0.0628033356375194
332,0.02009114557690087,0.021832359999409943,0.037959191114558574
333,0.01891987568836027,0.02024455316755588,0.03166805940522214
334,0.024800484781735577,0.018082057286976903,0.03999984726708915
335,0.04179498673433305,0.01735885016699155,0.054163380486508164
336,0.035745658442985065,0.015505753633208639,0.045803134537501525
337,0.024703267442029237,0.0488466466423623,0.07399688314347129
338,0.02263719570432191,0.024080203862727752,0.035579217666444105
339,0.02016174119385791,0.020187701410447647,0.030383869841378846
340,0.016666757265089212,0.02881855872484656,0.038691437443568635
341,0.01624699018533907,0.04582135674406475,0.052726329325066344
342,0.01413153310256478,0.04487333012886146,0.05904496334759252
343,0.04715442844774641,0.028166191434138454,0.07147870704648085
344,0.023143558437628338,0.02400446941776733,0.04166706190777144
345,0.020803203230441016,0.02457301824012705,0.035958911656052805
346,0.028298742566091408,0.01809768415322261,0.041177631971160214
347,0.04153558300874595,0.018420207103190478,0.05241411565137761
348,0.04361656913533807,0.016299166006709647,0.053503874525111836
349,0.02730954555694812,0.050169254954588335,0.07035527414492597
350,0.022405222585283418,0.024733559319949045,0.03732520581356117
351,0.024693798743620782,0.022275627104266147,0.035853558826992024
352,0.018004631215132707,0.02762920000324292,0.03677026006750696
353,0.017711232343572192,0.05072714622656349,0.05754810557534386
354,0.014992601880554244,0.03923816621162197,0.04990036753588356
355,0.04690536291205457,0.02372529250923045,0.06682696994643525
356,0.023743486717908775,0.022481734685633064,0.03551671073572444
357,0.021634327775765478,0.01992320093268063,0.03628696326216284
358,0.027024903555034792,0.015824269363032988,0.03638568881849226
359,0.047196779630862044,0.014112256138884862,0.05824510830072021
360,0.035876711304548996,0.0154941278867357,0.04965215760915141
361,0.02221128117110181,0.03844676851960165,0.053198024264669845
362,0.021552407062180073,0.02036135979246215,0.030489928874885663
363,0.02049893043502899,0.021726336519350298,0.03348690539964342
364,0.016032530530147988,0.030203031365609995,0.03827441268367693
365,0.014147894109815493,0.03930801277082147,0.04797239837561002
366,0.015546015284988763,0.03597854194958927,0.04839400908011677
367,0.03856980640141826,0.02417220038894032,0.06698150651729
368,0.020245441394633547,0.019929289179604633,0.03779013319789166
369,0.020520707411508608,0.020118312939302996,0.034006257741046805
370,0.028410587468118007,0.020302057775552385,0.037278278543713635
371,0.03720997889260096,0.013271193721655956,0.04756849539366418
372,0.034046991349896416,0.015115809395086086,0.044200572929444855
373,0.023935822468566976,0.028866675807096596,0.05040230627387895
374,0.020345480610558297,0.01829953289000384,0.033005751735929935
375,0.019758747972706,0.018690027822490914,0.03215290246589575
376,0.019441938613973826,0.021171445062334118,0.03749603551945516
377,0.012508893666173597,0.03499072937951756,0.045219424629717
378,0.014490689405647572,0.04433178183431404,0.05587165912480226
379,0.028907362785373283,0.028956951983023567,0.05249565577417213
380,0.018514533437805118,0.021516166513070596,0.03444544466661422
381,0.018736411780992057,0.02227954660858294,0.03645074267322863
382,0.020638258620497903,0.014457147030043416,0.032931810681475326
383,0.03289833589847798,0.016033760577556677,0.043013376383376975
384,0.04409894979575516,0.018025759715653424,0.061200750792132955
385,0.028230036588086347,0.0343650064335504,0.062360417613360496
386,0.021449924238757894,0.021980984072018015,0.03285862902495345
387,0.02250668805832642,0.023488504333987033,0.0335553158885367
388,0.01468570985473759,0.02465164747471655,0.03136018627472887
389,0.015854405372270515,0.046313538426017785,0.054456517062914954
390,0.01773454385589243,0.051771264402694736,0.07116207391871805
391,0.03409733868569934,0.03225388668111658,0.06615928522244628
392,0.022097386351171217,0.03418036305603372,0.04580594110718396
