window,spectral_l1,dc_l1,non_dc_low_l1,low_band_l1,mid_band_l1,high_band_l1,prediction_mse
0,0.07731345393092232,0.5885317216172843,0.05181885846088971,0.12849212462608894,0.02941352663735321,0.07444455345452451,0.08880282193422318
1,0.07743431709118603,0.6558792046396051,0.05199300388119751,0.13826246113239862,0.027447562583504042,0.06794810124934676,0.08868904411792755
2,0.07847807617637348,0.6782660832682375,0.05186490250893399,0.1413507854745488,0.028071927298425725,0.06756983580867437,0.08504980802536011
3,0.07715276003376773,0.6771436204301859,0.050826767728483546,0.14030060382872675,0.028128220085852147,0.06479486916760474,0.06667225062847137
4,0.07710633967926692,0.6591971537102591,0.049861744533164144,0.136909660129892,0.026442014832348693,0.06910971852602343,0.05778507888317108
5,0.08003751265939396,0.6620975523594764,0.04953133283742726,0.1370407927691486,0.02762590308590576,0.07601980094016084,0.06761247664690018
6,0.08576107499177447,0.6889807554589564,0.05439179764770615,0.14504736304931337,0.030038044388508045,0.08264322471928609,0.06638526916503906
7,0.08361667204421369,0.7195833055828885,0.05207486116478227,0.14743321036736887,0.029933452976284754,0.07475001769589071,0.06988915801048279
8,0.07854659304347168,0.6577810924502575,0.05445804625023073,0.14064705285023454,0.02910076447607669,0.06747379070902479,0.08281119912862778
9,0.07704426527003458,0.675101489492127,0.049320166468028226,0.13871749832861377,0.02743828071786635,0.06648542282692499,0.05889638513326645
10,0.07910223998390853,0.684239992116431,0.049196445673856164,0.13991695230850973,0.027769455399074123,0.0708055532116126,0.03988189995288849
11,0.07720851912025772,0.6333969930608685,0.047800599181437885,0.1314572268784994,0.02830345482972083,0.07253283108601605,0.037410326302051544
12,0.07591972905850847,0.594359603230695,0.05121063749627402,0.1288033468869056,0.028321698662414508,0.0712948400552432,0.03583299741148949
13,0.07536812462659334,0.6668428354263692,0.05004724225259557,0.1381608984202775,0.027026992694995457,0.06272293799726783,0.0469626747071743
14,0.07590161310369133,0.6891752039620781,0.04809595133139447,0.13967870170720642,0.025902250989151356,0.0638461024258381,0.07004234939813614
15,0.07707776217278518,0.7184115582960655,0.04735675454866617,0.14322172651258036,0.02632085229168863,0.06361408952142386,0.08916222304105759
16,0.07538697305964571,0.6577639877279411,0.04693547112253347,0.13419668778044885,0.025842181427039396,0.0672801653574735,0.09141471236944199
17,0.0770839608557131,0.6457870321065384,0.04682868041833624,0.13239415923093656,0.026272263096481892,0.07314777281671989,0.06881944835186005
18,0.08434198944204092,0.6996324342390872,0.05142584427870742,0.1440267857016188,0.029806220862121986,0.07983659022233938,0.07710449397563934
19,0.08375232365203994,0.7233760334784471,0.0514313591781424,0.14742345550675737,0.02938190803075389,0.07561419694778751,0.0963267832994461
20,0.07895355862924731,0.6721890879517685,0.054878890311897494,0.14306606140330766,0.02860669268478023,0.06690862640335324,0.08647626638412476
21,0.07802132684980713,0.6880405131699439,0.0521435026347434,0.1429859327112006,0.026734617386013605,0.06605316750190715,0.05320312827825546
