time_index,mean_abs_gradient,mean_signed_gradient,finite_difference_response
0,0.00012180676909728001,5.96054298596422e-05,
1,4.981799424643084e-05,-8.362664373968392e-06,
2,7.612138918895133e-05,4.059173038711046e-05,
3,7.255027929074589e-05,7.6909401595263e-06,
4,5.6506508095870754e-05,-2.3534856321434055e-05,
5,5.2006655404771406e-05,-3.03345891213994e-06,
6,6.571884698912202e-05,1.0902399565233217e-05,
7,5.013228004762433e-05,2.868431342584188e-05,
8,4.048312559591848e-05,-7.743649599132954e-06,
9,8.870307143687179e-05,1.1382555988775117e-05,
10,7.657129283091178e-05,-5.102646627262532e-06,
11,0.00011036622913707106,-4.244522799317403e-05,
12,8.778047806247611e-05,6.296130680993883e-05,
13,4.8847221478354186e-05,-1.4030347954917057e-05,
14,7.72986828516358e-05,5.326703960203563e-06,
15,7.555986793964362e-05,-5.917451543220003e-05,
16,4.598163820901391e-05,-1.6680872623250514e-05,
17,7.57862352104764e-05,4.443781545100072e-05,
18,0.00011200546441614279,-7.787133847614314e-05,
19,8.558636756918401e-05,2.7062420845222084e-05,
20,4.3995498279920344e-05,2.8027877912657167e-05,
21,0.00012213775549493481,8.549834743730247e-05,
22,7.694833337674416e-05,5.660617739116398e-05,
23,4.848501820171285e-05,-2.1907810992364114e-05,
24,0.0001455556184737361,0.00011559995269700656,
25,5.594630501296446e-05,1.5398039939995556e-05,
26,0.0001001281201362352,-4.311535170030213e-05,
27,8.116162861629814e-05,-5.250262982972994e-05,
28,8.201917921724089e-05,-5.561616685716737e-05,
29,5.4334017314821335e-05,2.6790999429339634e-05,
30,8.05042086215378e-05,-6.0533789102074866e-05,
31,4.5328115870039e-05,-3.5518784818856985e-05,
32,6.460952798598945e-05,-1.3688260703962181e-06,
33,7.890364651887336e-05,3.932906654366012e-05,
34,6.257344539660283e-05,3.804685336256901e-05,
35,5.4904639520308205e-05,-1.3743255877044344e-05,
36,8.162650903744049e-05,-1.9780183809611377e-06,
37,4.220445732374044e-05,-1.9543400148361707e-05,
38,4.840511795529372e-05,1.4818581494927382e-05,
39,0.00010168947996394959,-7.944991040988368e-05,
40,5.116507806438416e-05,-2.592073494016895e-05,
41,3.977458972518174e-05,3.5535544784209046e-06,
42,6.095817432846421e-05,2.404414897278733e-06,
43,5.9245502192035406e-05,-5.5888077404071216e-08,
44,7.16018495105735e-05,4.639886174828689e-06,
45,9.139809844782576e-05,5.987610611869952e-05,
46,9.612746449810012e-05,4.1335240241429414e-05,
47,8.697615443712234e-05,-4.6696865482991666e-05,
48,6.871051060183422e-05,2.536549325541212e-05,
49,9.155483186467401e-05,3.486601143373339e-05,
50,8.164273711892227e-05,5.7668785571658125e-06,
51,9.560192906324769e-05,-5.97230389445258e-05,
52,5.4827968564755535e-05,-3.645730643420109e-05,
53,6.079522177060426e-05,5.238079982713576e-05,
54,5.567275940977977e-05,-2.4726499055256162e-05,
55,3.562116023658746e-05,-1.472247661382653e-05,
56,4.492325502626825e-05,1.2387738961093322e-05,
57,7.980139844221412e-05,3.9143672607140036e-05,
58,5.548487479245523e-05,1.8601906775574306e-05,
59,9.767050716748469e-05,-6.173957014860803e-05,
60,7.222913645169424e-05,4.043907170395552e-05,
61,5.248478549089798e-05,-1.3852041385042924e-05,
62,5.1471930565380065e-05,5.9623049532474075e-06,
63,8.328993382227574e-05,-4.2328130034669744e-05,
64,7.062463217672692e-05,-2.57885334511749e-05,
65,8.94281065159573e-05,6.371592867360221e-05,
66,0.00011484248966553423,-7.819931620036056e-05,
67,4.545108075555098e-05,-5.882296231758082e-06,
68,3.114212717848984e-05,-2.0925238528336975e-05,
69,0.00013907961614937188,0.00010230536143548566,
70,7.334639165687154e-05,3.1574443988903666e-05,
71,5.5878359684616695e-05,-3.9263425994790726e-05,
72,0.000110447752019484,6.251105131609742e-05,
73,6.162873540103777e-05,1.2266021795730759e-05,
74,6.679975139637204e-05,-6.593601820473591e-06,
75,9.358421971228381e-05,-6.221487555941556e-05,
76,6.327350820356514e-05,3.708747903630183e-05,
77,6.625470283389794e-05,4.0227132297740044e-05,
78,4.341937981929992e-05,-1.4696022640846098e-05,
79,0.0001276574994335533,-6.824508118289227e-05,
80,8.094136754672425e-05,-3.5573769806213864e-05,
81,7.114654238193907e-05,4.1377519948022314e-05,
82,7.351999456009903e-05,-1.6878905266613587e-05,
83,0.00012625118470818312,-8.913656086662058e-05,
84,8.205647018907516e-05,3.6637751627210946e-05,
85,9.810970547213011e-05,6.871005635795362e-05,
86,4.365474077465998e-05,2.258627791970217e-06,
87,9.488088296296025e-05,-6.441056239176695e-05,
88,4.105071018654728e-05,-7.0989639011959885e-06,
89,0.00011481747131775981,8.733802467629306e-05,
90,6.494202520051269e-05,-3.74345859605845e-06,
91,9.683248773788884e-05,1.52820076481573e-05,
92,6.422540380819035e-05,-1.0842777590066735e-07,
93,0.00015133866424678542,0.00010626305982747957,
94,6.092329635976057e-05,9.688809536255252e-06,
95,8.159841136797954e-05,-6.127878833694922e-05,
96,3.6960428441748915e-05,6.715359826310012e-06,
97,4.205510747721876e-05,-2.1092250615290758e-05,
98,9.149381896479878e-05,5.099058546928096e-05,
99,6.994868718785645e-05,-5.108380494992356e-05,
100,8.33161528329843e-05,-3.844937694554217e-05,
