epoch,train_loss
1,0.5703314543772082
2,0.5112150126786899
3,0.48962660557333626
4,0.47288780923680973
5,0.44728827141118677
6,0.4224697542297399
7,0.39829439603716976
8,0.38531255827409516
9,0.3738220298696867
10,0.3674049889308258
11,0.36223926425321484
12,0.35720504205045556
13,0.3546198820891215
14,0.3504776571038264
15,0.3474526524536342
