time_index,mean_abs_gradient,mean_signed_gradient,finite_difference_response
0,0.00012151429154982907,8.964189240551994e-05,
1,0.00012190803922099544,6.216294101234001e-05,
2,6.401646685714826e-05,-3.177352382266364e-05,
3,5.22676036293238e-05,7.716679120203399e-06,
4,8.068822004198799e-05,-5.26430335158677e-05,
5,6.039979887516113e-05,5.267129164719465e-05,
6,5.938304575790555e-05,-3.388411592857616e-05,
7,0.00011022504983364862,3.570943213101633e-05,
8,8.70087447505544e-05,3.7819184188135425e-05,
9,0.00010918811160211459,-4.326365058306335e-05,
10,0.00011457990246656533,0.00010483358047557496,
11,6.208516715235288e-05,-4.738793669442235e-05,
12,8.169966726459929e-05,1.77692941749947e-05,
13,7.239769917889914e-05,-5.663385575920594e-05,
14,6.557303098426408e-05,-5.021923215662939e-05,
15,9.393847387530383e-05,6.891723493041013e-05,
16,0.00012444086477054434,-0.00010425863691157897,
17,8.263639045123585e-05,1.7767871605250158e-05,
18,3.638303574656935e-05,1.716338910818476e-05,
19,0.000139388985644473,0.00011055979215208416,
20,9.288866544920893e-05,7.064830624260918e-05,
21,5.9110808527813265e-05,-4.243996919837757e-05,
22,0.00014923503288498199,0.0001265846606526923,
23,6.43580242792398e-05,3.1397689552038954e-05,
24,0.0001043787706294097,-4.440190658730866e-05,
25,0.00011124674522631852,-9.514443516828968e-05,
26,0.00010855751744592064,-9.44730044238895e-05,
27,5.6450122656315216e-05,3.683019290536192e-05,
28,9.350126424578775e-05,-7.546983367287144e-05,
29,4.599142965032245e-05,-3.0526187002927987e-05,
30,6.567499409421933e-05,-2.4981523511412107e-06,
31,8.000703340777753e-05,5.318042045538667e-05,
32,0.00010059430967755491,9.424032740363535e-05,
33,6.532618372797774e-05,-4.008046905898003e-05,
34,8.752223240143004e-05,2.486341804130987e-05,
35,3.825787215256631e-05,-1.669523643846712e-05,
36,6.006664341384749e-05,1.4668427632726275e-05,
37,0.00011923100724483707,-0.00010297902034445932,
38,8.112534416276114e-05,-7.205443973491908e-05,
39,4.6538245929436274e-05,2.2758244930238497e-05,
40,6.41524836087878e-05,-9.07479280495441e-06,
41,7.891423454761284e-05,-4.6452724642368336e-05,
42,7.250469107995221e-05,1.4290291679129399e-05,
43,0.00012507047943342644,9.34601206949992e-05,
44,0.00011460360165723873,8.270063491247878e-05,
45,9.165132369811804e-05,-5.276268475893987e-05,
46,7.049585591240819e-05,3.69830954655624e-05,
47,0.00011506883431268631,7.494708808865523e-05,
48,8.095999195185348e-05,-1.081973532051401e-05,
49,0.00013888226976632723,-0.00011644476561351829,
50,5.292205578046248e-05,-4.063112026995798e-05,
51,6.247359101507755e-05,5.485593598970289e-05,
52,8.470913192987999e-05,-6.79576104687385e-05,
53,4.746049307868816e-05,-3.3372625782338415e-05,
54,5.7455194093693406e-05,3.8479482647346686e-05,
55,0.00012096099823923266,9.989882125336993e-05,
56,5.433002229437989e-05,1.6735614838709572e-05,
57,9.117841747346185e-05,-5.124279154397219e-05,
58,0.00010554282617444446,8.602668996867838e-05,
59,5.120699771461139e-05,-6.040274835734343e-06,
60,5.0905302811900454e-05,-5.535780539998671e-06,
61,9.879379000007507e-05,-7.391382067518342e-05,
62,6.997809272693953e-05,-2.9089579302318418e-05,
63,0.00010460206759229809,7.913905096046392e-05,
64,0.00012875594744140732,-0.00010344774753840673,
65,5.5364419056656645e-05,-1.3609386141208038e-05,
66,2.8981451740557012e-05,-1.053775985049299e-05,
67,0.00017435674999433104,0.00015678670919377119,
68,6.782921361393943e-05,4.057805969586477e-06,
69,7.989402502062148e-05,-7.083420257458783e-05,
70,0.00010974316345319883,7.165634458543886e-05,
71,6.93904311706969e-05,2.100021760652128e-05,
72,6.908872861848587e-05,6.658191097384604e-06,
73,0.00012487862886700896,-0.00010808228395425041,
74,7.746852289918544e-05,5.759263431010757e-05,
75,9.119714189052632e-05,7.6398683185224e-05,
76,4.068017770870418e-05,-9.133628192817664e-07,
77,0.00013710944975693046,-7.669540848352443e-05,
78,0.00010239408434894617,-6.920936261638795e-05,
79,8.049714358548954e-05,5.457253628549097e-05,
80,8.682370197935338e-05,-3.9303414013274516e-05,
81,0.00015685997329585786,-0.0001328936658962578,
82,8.853548401280673e-05,3.9505714351406596e-05,
83,0.00011385074740896275,8.105259850513644e-05,
84,4.997583943934712e-05,8.944244195825085e-06,
85,0.00010182209575759771,-7.54573665184515e-05,
86,4.058744468693476e-05,-1.0584628698343376e-05,
87,0.00015847940955739302,0.0001455591135319472,
88,8.003112358372684e-05,-3.567155209057863e-05,
89,9.915708941272377e-05,4.031570873459194e-06,
90,6.419230599671469e-05,2.2502736613765656e-05,
91,0.00018785274219875907,0.00015662720699895414,
92,7.289274664604559e-05,4.332033354208826e-05,
93,0.00011453659700626824,-0.00010290938269617657,
94,4.1254144564715845e-05,1.883627070897731e-05,
95,3.984214192444467e-05,-1.629331782280831e-05,
96,9.527774441916595e-05,5.813938257251802e-05,
97,0.00010630667208845677,-9.980203191974266e-05,
98,0.00010339087287190653,-6.455560206625981e-05,
99,9.540225362668155e-05,8.451817037829252e-05,
100,6.549392670811878e-05,-5.44779901850185e-06,
101,5.891170581305362e-05,8.966263436731886e-06,
102,8.66024573887054e-05,-7.600486716390671e-05,
103,0.00011257581033013204,7.066157847037045e-05,
104,7.670636728107638e-05,5.072995878358759e-05,
105,8.607712529088271e-05,-5.7045479359173e-05,
106,5.444872426453783e-05,1.9410561665291126e-05,
107,8.953628330995603e-05,9.22774028465158e-06,
108,0.00012165787445285657,0.00010496644280725118,
109,0.00015125897328159356,-9.711070141614288e-05,
110,7.72275384731204e-05,-5.1187034538102694e-05,
111,4.0277199234749007e-05,9.195622904404185e-06,
112,4.7491916997647164e-05,3.0496437387585373e-05,
113,0.0001253756951687787,-6.432158496342108e-05,
114,9.755560911019399e-05,-7.684846241318155e-05,
115,0.00011794458568406949,9.628689939842973e-05,
116,0.00013589163112166197,9.06984185848257e-05,
117,0.00010974310888351673,4.33271526948228e-05,
118,7.744911083916252e-05,3.258837500246565e-05,
119,0.0001293707301296568,8.311900451677243e-05,
120,4.611644434200051e-05,1.3440305073077394e-05,
121,5.3379692125028146e-05,-3.094352104986748e-05,
122,3.789338883767154e-05,-1.811063209368667e-05,
123,6.139447400853117e-05,-3.508692759874548e-05,
124,0.00010090183273600164,-6.74824497863824e-05,
125,0.00011084012573649358,-7.796212823255441e-05,
126,9.668471706650703e-05,-5.2378726511045516e-05,
127,7.297450682537081e-05,4.605654072545714e-05,
128,6.0405533629039254e-05,5.286492680056654e-06,
129,7.085699907552876e-05,1.6324036747831068e-05,
130,7.913325599214918e-05,5.032640402800682e-05,
131,0.00010381620677435421,8.698095668283454e-05,
132,0.00011082550661610315,5.729097808731305e-05,
133,6.841361497273673e-05,-5.057666809322419e-05,
