seed,window_count,mean,median,p90,p95,p99,min,max
42,5805,0.07746532537159544,0.07266435072806349,0.10821752471678682,0.1210511775786778,0.1422300325586321,0.03811249911298347,0.1895788512268499
43,5805,0.09616394218648025,0.09150618939550055,0.1356165732729427,0.14941596354913234,0.18032549177459564,0.03826713665056332,0.2392793316176499
44,5805,0.06329417220901767,0.059473679657425976,0.08823443616169382,0.09811814660693481,0.11692189912288489,0.029981640767020375,0.13756009765742347
