window,origin_a,origin_b,disagreement_objective,gradient_l2,head_delta_l2,direct_prediction_delta_l2,head_delta_residual_mse,head_reconstruction_relative_error,raw_reconstruction_relative_error
3027,0,6,0.007521289866417646,0.01771053485572338,3.8939592838287354,3.8939592838287354,7.63813908362344e-15,1.0077379783979268e-06,1.0077379783979268e-06
3028,0,6,0.009432762861251831,0.019765453413128853,4.360785484313965,4.360785484313965,8.442983860873846e-15,9.460813998884987e-07,9.460813998884987e-07
3029,0,6,0.009815261699259281,0.020080480724573135,4.448321342468262,4.44832181930542,7.539945095147091e-15,8.764620815782109e-07,8.764620815782109e-07
3030,0,6,0.010037665255367756,0.01958083175122738,4.498436450958252,4.498436450958252,8.090094688454653e-15,8.977604579740728e-07,8.977604579740728e-07
3031,0,6,0.006021155510097742,0.01622111164033413,3.4840564727783203,3.4840564727783203,7.512416524361326e-15,1.1169917115694261e-06,1.1169917115694261e-06
3032,0,6,0.0036366162821650505,0.013597473502159119,2.7076590061187744,2.7076590061187744,7.283681206185933e-15,1.415229007761809e-06,1.415229007761809e-06
3033,0,6,0.006095828954130411,0.014155607670545578,3.505594253540039,3.505594253540039,7.757816368741e-15,1.128114831772109e-06,1.128114831772109e-06
3034,0,6,0.0043558645993471146,0.013151447288691998,2.963346481323242,2.9633467197418213,7.46923224361146e-15,1.3094858104523155e-06,1.3094858104523155e-06
3035,0,6,0.003578305011615157,0.011896759271621704,2.6858632564544678,2.685863494873047,7.447018804569716e-15,1.4426219649976701e-06,1.4426219649976701e-06
3036,0,6,0.0030730681028217077,0.0105066429823637,2.489037036895752,2.489036798477173,7.907482008323152e-15,1.6041057051552343e-06,1.6041057051552343e-06
3037,0,6,0.004331038799136877,0.01195081789046526,2.954890012741089,2.9548897743225098,6.876149938339366e-15,1.2600174841281842e-06,1.2600174841281842e-06
3038,0,6,0.007188412360846996,0.01531929150223732,3.806814670562744,3.806814670562744,7.410491355752322e-15,1.0153295306736254e-06,1.0153295306736254e-06
3039,0,6,0.006630251184105873,0.014657489955425262,3.656034231185913,3.656034231185913,6.667014539046964e-15,1.0027684993474395e-06,1.0027684993474395e-06
3040,0,6,0.008343118242919445,0.016733013093471527,4.1011857986450195,4.1011857986450195,6.833970662181417e-15,9.05049546418013e-07,9.05049546418013e-07
3041,0,6,0.009596406482160091,0.019718758761882782,4.398448944091797,4.398448944091797,6.6204548320022896e-15,8.305955816467758e-07,8.305955816467758e-07
3042,0,6,0.009265735745429993,0.021145863458514214,4.322004318237305,4.322004318237305,6.8469514420980895e-15,8.596243219471944e-07,8.596243219471944e-07
3043,0,6,0.008144807070493698,0.020966557785868645,4.052151679992676,4.052151203155518,6.870265176938317e-15,9.184306577481038e-07,9.184306577481038e-07
3044,0,6,0.010166938416659832,0.0212214644998312,4.527310848236084,4.527311325073242,6.726942543581679e-15,8.134179552143905e-07,8.134179552143905e-07
3045,0,6,0.006517115514725447,0.020074013620615005,3.6247074604034424,3.6247074604034424,6.99001403633992e-15,1.0356459370086668e-06,1.0356459370086668e-06
3046,0,6,0.008617827668786049,0.018831713125109673,4.168157577514648,4.168157577514648,5.746325724281798e-15,8.165753229150141e-07,8.165753229150141e-07
3047,0,6,0.004962633829563856,0.016774408519268036,3.163015842437744,3.163015842437744,6.058550962485679e-15,1.1049133945562062e-06,1.1049133945562062e-06
3048,0,6,0.008988884277641773,0.01709156297147274,4.256946086883545,4.256946086883545,6.389478264648462e-15,8.43101361169829e-07,8.43101361169829e-07
3049,0,6,0.005432599224150181,0.015719283372163773,3.309398889541626,3.309398651123047,6.152388236997826e-15,1.064187244992354e-06,1.064187244992354e-06
3050,0,6,0.006942066363990307,0.016652457416057587,3.7410166263580322,3.7410166263580322,5.532400777189146e-15,8.927141834647045e-07,8.927141834647045e-07
3051,0,6,0.0063620745204389095,0.014700557105243206,3.581332206726074,3.581332206726074,5.374820885264324e-15,9.191420531351469e-07,9.191420531351469e-07
3052,0,6,0.008143970742821693,0.017141764983534813,4.051943302154541,4.051943302154541,5.400603721145798e-15,8.143348964040342e-07,8.143348964040342e-07
3053,0,6,0.007512310519814491,0.018319278955459595,3.891634464263916,3.891634225845337,5.600400158678248e-15,8.634213486402587e-07,8.634213486402587e-07
3054,0,6,0.011530938558280468,0.021075531840324402,4.821448802947998,4.821448802947998,5.4169849148292225e-15,6.854037906123267e-07,6.854037906123267e-07
3055,0,6,0.007279582787305117,0.019296636804938316,3.8308794498443604,3.8308794498443604,5.577723816130829e-15,8.75336979788699e-07,8.75336979788699e-07
3056,0,6,0.006983279716223478,0.01905226893723011,3.7521047592163086,3.752105236053467,5.397762772640707e-15,8.791787990958255e-07,8.791787990958255e-07
3057,0,6,0.006339719519019127,0.018212994560599327,3.5750348567962646,3.5750350952148438,5.130289249655586e-15,8.99571944046329e-07,8.99571944046329e-07
3058,0,6,0.00641143461689353,0.016808638349175453,3.595198392868042,3.595198392868042,5.0815632558483086e-15,8.902686658984749e-07,8.902686658984749e-07
3059,0,6,0.004991837311536074,0.016597213223576546,3.172308921813965,3.1723086833953857,5.2198295260263115e-15,1.0225815003650496e-06,1.0225815003650496e-06
3060,0,6,0.005739858373999596,0.016027353703975677,3.4016988277435303,3.4016988277435303,5.401933986389461e-15,9.701167300590896e-07,9.701167300590896e-07
3061,0,6,0.005466466303914785,0.013772835023701191,3.3196980953216553,3.3196980953216553,5.2937373858389855e-15,9.840741768130101e-07,9.840741768130101e-07
