epoch,train_loss
1,0.5721438615998518
2,0.5084671991470666
3,0.4908058080387697
4,0.47474007713057165
5,0.4536744503924162
6,0.421901708801998
7,0.3960107209212632
8,0.38166034073249705
9,0.3724869358224974
10,0.3660920914144277
11,0.36176418144379696
12,0.3575629018526304
13,0.3534386113840661
14,0.34817624043872225
15,0.3451216333861905
