time_index,mean_abs_gradient,mean_signed_gradient,finite_difference_response
0,3.5765301477329646e-05,-7.244591559794701e-06,
1,3.944059935314553e-05,5.3066710441791135e-06,
2,0.00010390794782974158,-6.92243711563649e-05,
3,0.00010937426501792895,-7.801599362199427e-05,
4,3.963114490293914e-05,-8.960743384507047e-06,
5,4.136646614261692e-05,-9.318991806207491e-06,
6,2.0644472561755156e-05,-1.1225665589891031e-06,
7,5.0367959548090033e-05,-2.156333929480611e-05,
8,2.460100867687115e-05,-2.3959964760170545e-06,
9,3.631510363837671e-05,1.7428606639668942e-05,
10,7.290338960176866e-05,3.608319880754607e-05,
11,7.609171645873132e-05,3.3528590662037396e-05,
12,4.623678144829076e-05,2.4986507798004032e-05,
13,6.657672193319914e-05,3.656075970229079e-05,
14,4.430500965619493e-05,2.4095811687359292e-05,
15,4.564487666617164e-05,2.376567804892223e-05,
16,6.684213059045197e-05,-3.5601981962718997e-05,
17,6.601073138361764e-05,-2.912878426861826e-05,
18,5.371912001941209e-05,-3.15218471931595e-05,
19,4.5738880934160466e-05,-2.030913373727929e-05,
20,3.215562051515181e-05,-1.369862591072915e-05,
21,5.5475073059781044e-05,-3.237738542880141e-05,
22,6.677897607958238e-05,3.4389410965710944e-05,
23,5.900552577302387e-05,2.5003285891838934e-05,
24,6.0131249938422116e-05,3.8393730351669675e-05,
25,5.243827624889534e-05,2.7846975225118275e-05,
26,4.449857860457823e-05,2.759171904575028e-05,
27,4.680488564190455e-05,2.6626390235508423e-05,
28,6.587029030838277e-05,-3.975385875979295e-05,
29,6.660952651925202e-05,-3.5051625080281413e-05,
30,7.174191118576259e-05,-4.7339174643855674e-05,
31,5.18429304152267e-05,-2.9702126603919644e-05,
32,4.795621846044794e-05,-2.9515631639686123e-05,
33,5.708020814511526e-05,-3.406389354105548e-05,
34,7.557257569195437e-05,4.554501990805009e-05,
35,7.405409992532528e-05,4.2327199851331986e-05,
36,6.866420924433485e-05,4.631219354948934e-05,
