time_index,mean_abs_gradient,mean_signed_gradient,finite_difference_response
0,0.0050801319357560715,-0.002213533890653707,
1,0.005164527053888638,-0.00254430131108815,
2,0.006767214807561166,-0.00318966031326389,
3,0.004137600795469812,0.0018713121051275397,
4,0.003951372885109906,0.0011295122269489508,
5,0.003808707238671819,0.0005727727954527902,
6,0.0037031316322619595,0.00018222076467314504,
7,0.0037278239389187157,-0.00035337601591273985,
8,0.005280561838974661,-0.0004830808136781733,
9,0.003910809011878362,0.001181792317392397,
10,0.0034378290012162843,0.00038098197187455947,
11,0.003353306895535622,0.0007731065490880999,
12,0.0032023815321216326,0.0005927879795665701,
13,0.0030088795786338907,0.0005395808565416311,
14,0.0038596580527934876,0.0011104152826452004,
15,0.0038346538697494126,0.0016953342655970768,
16,0.003399968722598195,0.0005111232543606141,
17,0.0034220132466933656,0.0005760483705492854,
18,0.0033829494697264245,0.000191526987523259,
19,0.003132103853983738,9.79951999460533e-05,
20,0.004004284882155064,0.00045647963017764984,
21,0.003953976926953017,0.0011774266471158107,
22,0.00340677129211794,-2.9158080142873848e-05,
23,0.0035378632471422733,0.0007069336767894388,
24,0.003619906154718982,0.00031493096026175796,
25,0.003455796880838794,0.00022793137840640805,
26,0.0042422856627776385,0.0007568523410788382,
27,0.004394477913592709,0.0019450763418750025,
28,0.004134070713657171,0.0004137241061893552,
29,0.003971753461883054,0.0007398660560838774,
30,0.00383812081366029,8.600081846209053e-05,
31,0.0035959402123678175,-9.120299160006848e-05,
32,0.004502732989099708,0.00027507180836242436,
33,0.00470591990493371,0.0014287214541874554,
34,0.0038548433177701164,0.00017368667801877433,
35,0.0041546712800482055,0.0008834878104269401,
36,0.004271582713045063,0.0005363337495996998,
37,0.003868217699034306,0.0002461885965772126,
38,0.005239823834667082,0.0010275634373491421,
39,0.0047027596608261646,0.0016146418737759763,
40,0.004100950383352548,-5.997005585408769e-05,
41,0.004263879445196446,0.000507107027877802,
42,0.004544506691672723,-0.00031575280581819243,
43,0.00427417019143052,-0.0004528118139554798,
44,0.004926663048406356,7.794494994024197e-05,
45,0.004319215990108205,0.0007194336611746621,
46,0.004030227438436539,-0.0004732914441904411,
47,0.004220154776703566,0.0002981791760134911,
48,0.004885452253282503,-0.00011004202183682667,
49,0.004233695526896294,-0.00041775318101956927,
50,0.005196557830328986,0.00027127442593816956,
51,0.004269259090506239,0.0011505108860611862,
52,0.004412020557148415,-0.0006250979062402605,
53,0.004394849029527644,0.00039452286763516246,
54,0.004801613190855798,-0.00043752539820372604,
55,0.004368693977085059,-0.0006206723569610924,
56,0.004808622163961575,-0.00036256629403754104,
