dataset,MSE_mean_mean,MSE_mean_std,G_origin_pct_mean,G_origin_pct_std,Delta_origin_mean,Delta_origin_std,G_interior_pct_mean,G_interior_pct_std,S_theta_mean,S_theta_std,run_count
ETTh1,0.5061815119208426,0.019175844113936517,22.698977985463767,9.215317054523513,0.10813831118487233,0.04552897954830333,16.28579531772618,3.3964121750712186,0.07539589985875673,0.021042414064121266,3
ETTh2,0.2703088353896686,0.0038996657388596628,17.298453245712313,2.5624821986678192,0.04455055139914337,0.0066192424575714165,9.232473607233706,0.22007583314931006,0.02423881321435267,0.0031659669916728724,3
ETTm1,0.3322383466054313,0.008435688409598047,12.566489981432774,7.3386210485123025,0.04016050149408083,0.023268672702771605,10.200862811866154,9.180210473083191,0.031504481926038636,0.013026252114284168,3
ETTm2,0.20724382891307494,0.009009616111192564,25.123785862710363,5.836488008437025,0.0467954560749843,0.011425852316580372,25.123785862710363,5.836488008437025,0.020741454576102002,0.0018972230618140842,3
Weather,0.15056212064853636,0.0007580016395125893,2.656635696921368,1.0432473428167126,0.003956178872782967,0.0015306611752859511,2.656635696921368,1.0432473428167126,0.0044032203849915,0.0003647219660735082,3
