layer,window_id,origin,stratum,forecast_mse,pc1,pc2,pc3
layer0,4716,6,0,0.08979746699333191,-0.7325746457873196,0.3773566967219973,0.27658718226785745
layer0,4776,6,0,0.08740780502557755,-0.7535302980708227,0.3605144200417547,0.2401185937677869
layer0,5253,6,0,0.07152901589870453,0.6765580228770318,0.43545490189456937,-0.23040616456656837
layer0,5256,6,0,0.07499679923057556,0.6619679632026679,0.3064812998489722,0.3284976526671661
layer0,5422,6,0,0.08284489810466766,0.8802722920908777,0.510295893516938,-0.06784629812143832
layer0,5759,6,0,0.05523794889450073,1.0534741034508452,0.6003568082245472,0.020733342546992398
layer0,485,6,1,0.10887666046619415,-0.30467764177793016,-0.3887603455907917,0.10246421146480605
layer0,775,6,1,0.1297258734703064,-0.18305098627785235,-0.3260321629599911,-0.252108592918399
layer0,1227,6,1,0.12399803102016449,0.1739099002792171,-0.16427397195327115,0.5051747665589811
layer0,1235,6,1,0.10250509530305862,0.17041173120348513,0.6002117568467523,-0.04582275914204864
layer0,1417,6,1,0.11559368669986725,0.18900145667943216,0.43171864044248975,0.37801629948060683
layer0,1720,6,1,0.09886251389980316,0.3462462063584034,-0.3531290319814904,0.29767787136481877
layer0,1893,6,1,0.10740203410387039,0.2696517353304286,0.10158366594327706,-0.37203574322546634
layer0,2018,6,1,0.11050130426883698,0.44254602508650664,0.16944124759414553,0.3810726618560511
layer0,2118,6,1,0.12367060035467148,0.6236407550678283,-0.3385445303796579,-0.06707921640642711
layer0,2319,6,1,0.10915116220712662,0.6611251747012072,0.0526635508623837,0.40083754959751244
layer0,2355,6,1,0.12068819999694824,0.6721335849968854,0.06726167094423488,0.3826053328141097
layer0,2364,6,1,0.11271567642688751,0.5995594801244492,0.4113184130382376,-0.05123977623849255
layer0,2528,6,1,0.12592288851737976,0.7625762162783422,-0.2746666870730822,-0.19168933164538823
layer0,2553,6,1,0.12361574172973633,0.723681994228355,-0.14802064585504293,-0.387754230182496
