layer,window_id,origin,stratum,forecast_mse,pc1,pc2,pc3
layer1,5739,6,2,0.18271178007125854,0.9933671053231038,-0.7742663499306681,-0.08601262181883369
layer2,515,0,0,0.08810197561979294,-0.6218068057593249,-0.5254325177895695,-0.028285344032089346
layer2,614,0,0,0.09313692897558212,-0.6115124675951431,-0.1045149937815531,-0.3060062210318313
layer2,732,0,0,0.05591462925076485,-0.5373372000040595,-0.6044740572882422,-0.19222271915842332
layer2,818,0,0,0.08699125796556473,-0.5525190880280048,-0.17603809887302982,-0.42187646336437035
layer2,974,0,0,0.07443465292453766,-0.5118243325394496,-0.2477292829580353,-0.4916282462573817
layer2,1283,0,0,0.0852089375257492,-0.49622053248356096,-0.8347428469980023,-0.002068425140611384
layer2,1299,0,0,0.08592375367879868,-0.4176044986169859,0.16831050140986062,-0.5383583725004992
layer2,1514,0,0,0.09030637890100479,-0.615799484270176,-0.12971602282333075,-0.7299184327880004
layer2,1629,0,0,0.07725700736045837,-0.505397938194776,-0.37888440609338664,0.6872608066063864
layer2,1630,0,0,0.061657700687646866,-0.6445767329464996,-0.6859441053400723,0.4165011209220966
layer2,1667,0,0,0.07794439792633057,-0.6415346640695857,-0.8993690978462979,0.0371002361252342
layer2,3022,0,0,0.08445589989423752,-0.8266613580225534,0.1252392322710263,1.159812710492027
layer2,3132,0,0,0.0741678923368454,-0.6333530587503501,-0.7911187856788383,0.6570690791379293
layer2,3237,0,0,0.058089807629585266,-0.6461986565597282,0.28162582549188575,0.7443221880627136
layer2,3240,0,0,0.05561278015375137,-0.6254456172214754,-0.7058434391939995,0.5130022695318185
layer2,3269,0,0,0.09461358934640884,-0.5424034972747428,0.25957996400155176,-0.5882041006077972
layer2,3515,0,0,0.06243618577718735,-0.8152409876140102,-0.6416280009987672,0.13179696512580416
layer2,3599,0,0,0.07831751555204391,-0.8266712203442148,-0.644911748891023,0.0031612099749105853
layer2,4716,0,0,0.08979746699333191,-0.9659358711341218,-0.4791428681492936,-0.6874858413403144
layer2,4776,0,0,0.08740780502557755,-1.0079935599583565,-0.3150535042711986,-0.5321892096547741
layer2,5253,0,0,0.07152901589870453,-0.6753801627201316,-0.5435919319022778,0.39186292883105
layer2,5256,0,0,0.07499679923057556,-0.8509225549312072,-0.3799249123282362,-0.5956287865266569
layer2,5422,0,0,0.08284489810466766,-0.6980121269867736,-0.669099979650252,0.0798558345388743
layer2,5759,0,0,0.05523794889450073,-0.8201618156263505,-0.6767494337055888,-0.1909561772843503
layer2,485,0,1,0.10887666046619415,-0.6088155864284777,0.27852777171706894,-0.0030035392513225474
layer2,775,0,1,0.1297258734703064,-0.5621538362256955,0.10868202585433924,0.41077273821875293
layer2,1227,0,1,0.12399803102016449,-0.41018202836685136,0.20451146963832972,-0.5474549064598173
layer2,1235,0,1,0.10250509530305862,-0.5146774553331289,-0.861226314100807,-0.030986000578154954
layer2,1417,0,1,0.11559368669986725,-0.5973257475870027,-0.5434220697232511,-0.6995921690349977
layer2,1720,0,1,0.09886251389980316,-0.5116520821133297,0.427751179122806,-0.4800653562191537
layer2,1893,0,1,0.10740203410387039,-0.4611271081352582,-0.28918214860186686,0.5214847422889205
layer2,2018,0,1,0.11050130426883698,-0.7017918176954382,-0.22968027438295008,-0.556464190799099
layer2,2118,0,1,0.12367060035467148,-0.5346687038111823,0.4803945417827963,-0.005536266073981934
layer2,2319,0,1,0.10915116220712662,-0.5575769776595427,0.04226731982422297,-0.5860445240396379
layer2,2355,0,1,0.12068819999694824,-0.5612978461115787,0.018833784606884833,-0.6003723332698245
layer2,2364,0,1,0.11271567642688751,-0.7306517050666351,-0.768788246586053,-0.0342017327338183
layer2,2528,0,1,0.12592288851737976,-0.3587339361416496,0.19836351098221977,0.3153491989648199
layer2,2553,0,1,0.12361574172973633,-0.4360259339929553,-0.04194736818489149,0.5312771481577803
layer2,2671,0,1,0.12466714531183243,-0.5315309276704107,0.7253796189405454,-0.19995528107710892
layer2,2683,0,1,0.10115911811590195,-0.6262464521688473,0.8147920226369503,-0.11608870271568299
layer2,3604,0,1,0.11366451531648636,-0.7747970655682402,0.5083184463490825,-0.12746333011546018
layer2,3626,0,1,0.10852929949760437,-0.9233405877584283,0.018729482784533402,-0.4732006711262785
layer2,5103,0,1,0.13337883353233337,-0.9578504233264413,0.6303258654469562,-0.2296266383612477
layer2,5132,0,1,0.09770754724740982,-0.9411801265592075,-0.18004714450597525,0.8032122017852674
layer2,5282,0,1,0.12101559340953827,-0.8772886518281089,0.1644032890293805,-0.45217800224068533
layer2,5393,0,1,0.11291822046041489,-0.7513929068972705,0.5820812229819067,0.2989660538871365
layer2,5476,0,1,0.1311182826757431,-0.7780943699289095,0.6238843745324675,-0.019507081759070292
layer2,5770,0,1,0.13059554994106293,-0.757130255132711,-0.697698913813841,0.1474169077432133
layer2,379,0,2,0.14347994327545166,-0.6214626300152876,0.08405863079013014,0.30500130136931985
layer2,463,0,2,0.16470016539096832,-0.6239642337504263,0.04660866820394275,0.3339526406597402
layer2,1170,0,2,0.1435490995645523,-0.5164894661229013,0.4744665276000061,0.2325452528763458
layer2,2552,0,2,0.13584178686141968,-0.3779167906369351,0.25850540440939374,0.31128830428780185
layer2,2705,0,2,0.20746031403541565,-0.5569064649222185,0.5641180425075043,-0.7749844364477354
layer2,3363,0,2,0.16852892935276031,-0.6584911675853393,-0.11471382828120129,-0.3677644483308938
layer2,3365,0,2,0.20797647535800934,-0.6606022684678415,0.35462877081877026,-0.304055939519571
layer2,3978,0,2,0.18775972723960876,-0.7919983193996101,0.587735872252451,0.4544187028085387
layer2,4026,0,2,0.23954759538173676,-0.8134176860711622,0.6396939168327319,0.3933311953954073
layer2,4198,0,2,0.20986534655094147,-1.0234312331605713,-0.5582163791306922,0.22152553208102696
layer2,4374,0,2,0.17497222125530243,-0.8020330429108931,0.6014901439055268,0.4448276081464217
layer2,4406,0,2,0.19186362624168396,-0.9541852109924375,0.11962939351807762,-0.6741148130443458
layer2,4409,0,2,0.21145819127559662,-0.9422578649047642,0.7744268790731642,0.14198871661003387
layer2,4435,0,2,0.16583222150802612,-0.6688192168897782,0.18302417162060305,0.5995028624451842
layer2,4481,0,2,0.1734115034341812,-0.8834190661946845,0.7241808589795565,0.12187633632534023
layer2,4533,0,2,0.20642739534378052,-0.7096602388546556,-0.44754205020523435,0.5409359303151187
layer2,4722,0,2,0.15109118819236755,-0.7255944947077164,0.5625362374532387,0.49070740776319643
layer2,4826,0,2,0.1514299511909485,-0.9918858236909013,0.2420464058595694,-0.49187398474984184
layer2,4891,0,2,0.14905066788196564,-0.8447240348367506,0.14487138548349104,0.8468996485366179
layer2,4937,0,2,0.14661738276481628,-0.9881488816613744,0.7294521010354492,0.37808881719698095
layer2,4955,0,2,0.21851816773414612,-1.0250480031953375,-0.5717479262441445,-0.31320889361739235
layer2,5584,0,2,0.13760673999786377,-0.728299894981155,0.6130976753679211,-0.15228197244814143
layer2,5738,0,2,0.18650618195533752,-0.8382917123752665,0.09458545526927938,-0.48586759224178244
layer2,5739,0,2,0.18271178007125854,-0.7012569805930798,0.40280863487035545,-0.30493948898655937
layer2,515,6,0,0.08810197561979294,0.6775341516209076,0.3539959394473943,0.0026310614537896414
layer2,614,6,0,0.09313692897558212,0.7627776530984873,0.0008417730438357,0.416967372668293
layer2,732,6,0,0.05591462925076485,0.7583298561581651,0.34747698723860765,0.12889551835492596
layer2,818,6,0,0.08699125796556473,0.6947094330120558,-0.03015201574484184,0.5429184942644949
layer2,974,6,0,0.07443465292453766,0.7599153014556781,0.0440105190950259,0.5554744649254095
layer2,1283,6,0,0.0852089375257492,0.6772499825468054,0.630852693261031,-0.09894847191067674
layer2,1299,6,0,0.08592375367879868,0.7630328900245644,-0.34249638741592003,0.4570585881329996
layer2,1514,6,0,0.09030637890100479,0.6888113574985878,-0.012916364306677445,0.712340999278365
layer2,1629,6,0,0.07725700736045837,0.8605713261705692,0.22522363583093108,-0.5675855013887323
layer2,1630,6,0,0.061657700687646866,0.7785186824176344,0.4974223764090283,-0.424224047699655
layer2,1667,6,0,0.07794439792633057,0.6377735722629366,0.8076015934787963,-0.18705767524879344
layer2,3022,6,0,0.08445589989423752,0.7334039602279598,-0.004371274864211143,-0.7529835240649658
layer2,3132,6,0,0.0741678923368454,0.6406008085027367,0.6665510914425254,-0.5980903075261566
layer2,3237,6,0,0.058089807629585266,0.8148925150537089,-0.22701431068123298,-0.3872649531969472
layer2,3240,6,0,0.05561278015375137,0.6785025743577557,0.5781089333337045,-0.4014223257082891
layer2,3269,6,0,0.09461358934640884,0.5536041387558918,-0.34612880191217227,0.6958379913781759
layer2,3515,6,0,0.06243618577718735,0.6325799381472916,0.5050857887225769,0.010976668339886251
layer2,3599,6,0,0.07831751555204391,0.6621449384164902,0.6201613496144438,0.048861459722083535
layer2,4716,6,0,0.08979746699333191,0.6107160301837625,0.6473318060127417,0.5125732112572228
layer2,4776,6,0,0.08740780502557755,0.6210540567671408,0.40472055152237113,0.5196391431343784
layer2,5253,6,0,0.07152901589870453,0.6606327531711402,0.43099158026893153,-0.20372865451150127
layer2,5256,6,0,0.07499679923057556,0.7288035155101877,0.2704475657527432,0.5795888220019376
layer2,5422,6,0,0.08284489810466766,0.7445889720874806,0.6490054537748424,0.03090508732268499
layer2,5759,6,0,0.05523794889450073,0.7307779561713517,0.691062547226235,0.25856663416222164
layer2,485,6,1,0.10887666046619415,0.7495117796074103,-0.35181211614685476,-0.12243748645586443
layer2,775,6,1,0.1297258734703064,0.7574803676261949,-0.2603864703933442,-0.39600896364468297
layer2,1227,6,1,0.12399803102016449,0.7259746153095386,-0.3770729401408477,0.5175213807843467
layer2,1235,6,1,0.10250509530305862,0.6922409492118219,0.6021189844118205,-0.07785194241284425
layer2,1417,6,1,0.11559368669986725,0.6903952991510881,0.3241491197174503,0.5197840699321459
layer2,1720,6,1,0.09886251389980316,0.8153685049100188,-0.45810666080356105,0.33854433022024655
layer2,1893,6,1,0.10740203410387039,0.862741984089706,0.1530848895981198,-0.45258235088058674
layer2,2018,6,1,0.11050130426883698,0.7413514122216887,0.07139697056696907,0.4524075529874313
layer2,2118,6,1,0.12367060035467148,0.7415871819516624,-0.5776246714570316,-0.3025336635105605
layer2,2319,6,1,0.10915116220712662,0.780020322711441,-0.06270038787061416,0.41866929474649095
layer2,2355,6,1,0.12068819999694824,0.745057586603933,-0.056206737593538676,0.4316664851108052
layer2,2364,6,1,0.11271567642688751,0.8097048841840057,0.734544180767558,-0.15470789568217738
layer2,2528,6,1,0.12592288851737976,0.7947073029882616,-0.15857546330294114,-0.388660996313784
layer2,2553,6,1,0.12361574172973633,0.8580016270782043,0.06927858554751867,-0.5940798003556826
layer2,2671,6,1,0.12466714531183243,0.7107480061933189,-0.6244564748563202,-0.13641356980122307
layer2,2683,6,1,0.10115911811590195,0.8957084336813477,-0.6301017831749003,-0.03277670429796505
layer2,3604,6,1,0.11366451531648636,0.5986685651819889,-0.47897748597734124,0.18354993188310875
layer2,3626,6,1,0.10852929949760437,0.4629118228586594,-0.04069947765896909,0.6275111451946735
layer2,5103,6,1,0.13337883353233337,0.7523903330058156,-0.33258641035417597,0.555099587985925
layer2,5132,6,1,0.09770754724740982,0.6486353891283745,0.3577648937398467,-0.2946307807139814
layer2,5282,6,1,0.12101559340953827,0.7306948917299763,-0.2597541922600646,0.549355541586245
layer2,5393,6,1,0.11291822046041489,0.875030544240867,-0.44919813971749495,-0.32599434636796704
layer2,5476,6,1,0.1311182826757431,0.7902124678091726,-0.5511914270393123,-0.008914751202504454
layer2,5770,6,1,0.13059554994106293,0.5962878089818134,0.7708012496064675,-0.18717591724102342
layer2,379,6,2,0.14347994327545166,0.7410459063491741,-0.15527399642885995,-0.23539983620891355
layer2,463,6,2,0.16470016539096832,0.6699951407925119,-0.07381469442803323,-0.36735640530014957
layer2,1170,6,2,0.1435490995645523,0.8918691436234927,-0.6180952412020084,-0.37177610372851444
layer2,2552,6,2,0.13584178686141968,0.7736131906571979,-0.1698020614905126,-0.41010294931153896
layer2,2705,6,2,0.20746031403541565,0.7165952473924546,-0.37650281494458526,0.7651090458417011
layer2,3363,6,2,0.16852892935276031,0.4080222956596557,0.05251574896960306,0.5210532449771119
layer2,3365,6,2,0.20797647535800934,0.552465898571234,-0.4545202529086079,0.36941063142088637
layer2,3978,6,2,0.18775972723960876,0.7536024676077069,-0.5094618201306312,-0.6391963379499915
layer2,4026,6,2,0.23954759538173676,0.7334427084604297,-0.34604777884615834,-0.5402536079712934
layer2,4198,6,2,0.20986534655094147,0.5646456462215085,0.8636671325623615,-0.05403013452930681
layer2,4374,6,2,0.17497222125530243,0.5330103893504872,-0.3271763481378224,-0.7355855627636674
layer2,4406,6,2,0.19186362624168396,0.42691864951392827,0.001569305439518339,0.6687029350727703
layer2,4409,6,2,0.21145819127559662,0.6402050519876578,-0.5310544161870203,-0.37132258499113335
layer2,4435,6,2,0.16583222150802612,0.5929052531197183,-0.06871820427622281,-0.7517437242409833
layer2,4481,6,2,0.1734115034341812,0.6541266690627628,-0.45118590310321566,-0.42214756171771345
layer2,4533,6,2,0.20642739534378052,0.6188317656813989,0.41669847130984194,-0.36948902121356136
layer2,4722,6,2,0.15109118819236755,0.6083406410172895,-0.38521282078838154,-0.577627660375549
layer2,4826,6,2,0.1514299511909485,0.5124685238366108,-0.14335110628300407,0.7122244316411194
layer2,4891,6,2,0.14905066788196564,0.6417032567845025,-0.0070215550171125905,-0.7039990631415075
layer2,4937,6,2,0.14661738276481628,0.7724009802689044,-0.3956900167566442,-0.3028556713953986
layer2,4955,6,2,0.21851816773414612,0.39904392559034646,0.8865609301726498,0.3399342158205323
layer2,5584,6,2,0.13760673999786377,0.837606112688535,-0.5602402085343947,0.05178087901715547
layer2,5738,6,2,0.18650618195533752,0.6189679139446242,-0.1650098415967259,0.6901855004886036
layer2,5739,6,2,0.18271178007125854,0.6455662678221729,-0.4301775000871847,0.43176117158445737
