epoch,train_loss
1,0.568231192848149
2,0.503987127463102
3,0.48757667206417915
4,0.4748049878352875
5,0.4618818807257642
6,0.4473126373343846
7,0.4208832850521385
8,0.4045897769286893
9,0.387563243217105
10,0.3752862890408076
11,0.36606904371995996
12,0.3622215286251559
13,0.3553259876341863
14,0.35362154899076226
15,0.3507452505093115
