time_index,mean_abs_gradient,mean_signed_gradient,finite_difference_response
0,0.005893977644778455,-0.00348545909380046,
1,0.007573463260216938,-0.00410073739311453,
2,0.004137146825866823,0.0019781417158161014,
3,0.003997961970526376,0.0011421668055829417,
4,0.003815348194880893,0.0005318365991391667,
5,0.003725912424280458,-7.118026912524199e-06,
6,0.0037458507044253304,-0.0005675179695003862,
7,0.005403379285261118,-0.0008112444557631145,
8,0.003909307294244562,0.0011753999120084505,
9,0.0033942576392291812,0.00040993516246804314,
10,0.003341895287771227,0.000825587738934327,
11,0.00318284683323457,0.0006558728904013021,
12,0.002995289813562912,0.0005967213331654619,
13,0.00385039833015201,0.0012036580445900264,
14,0.0038276922241493594,0.0017714195980391065,
15,0.003360033447409348,0.0005578311645584628,
16,0.0034000534836065655,0.0006026540708765944,
17,0.0033555617685903727,0.0001697227953424577,
18,0.0030987392584782875,7.635381416497873e-05,
19,0.003984662934141982,0.0004537794655529329,
20,0.003948904651354367,0.0012030853921528109,
21,0.003359653519510175,2.14508765696207e-06,
22,0.003526555748456823,0.0008025860640259452,
23,0.0035803810622253096,0.0003773266258885347,
24,0.00341140086831209,0.00029660509453677264,
25,0.004189441531707416,0.0008206224917850184,
26,0.004412169201844206,0.002013837182598114,
27,0.004105908929497153,0.0004790148421014757,
28,0.0039531981570429964,0.0008035583901054062,
29,0.0038096676193423,0.00012304546779391096,
30,0.003576505426670857,-6.983054906990154e-05,
31,0.00451457430764484,0.00032360138923844976,
32,0.0047264399436244275,0.001458736848706264,
33,0.003830534907007989,0.00018416893931925773,
34,0.004160184285865398,0.0009525443775666125,
35,0.004262121640879611,0.0005914807546300185,
36,0.0038563458749974544,0.0003017220702586444,
37,0.005254004149589621,0.0011110561746485409,
38,0.004732478673759033,0.0016383317461320854,
39,0.004106283492676864,-1.299310429203615e-05,
40,0.004231684465074588,0.0005288473368279613,
41,0.004506406753924759,-0.0003223393239904583,
42,0.004234790498750434,-0.000443224183730503,
43,0.004906745650129908,9.903085531196407e-05,
44,0.004311822228503713,0.0007678649269077401,
