window,prediction_mse,layer0_spectral_l1,layer1_spectral_l1,layer2_spectral_l1
158,0.06988811492919922,0.060951665500668106,0.09566685441868904,0.0698451764487682
159,0.08029922097921371,0.06231808971722607,0.0983947322227864,0.07227316931132823
160,0.08775270730257034,0.06568031621725799,0.09860766013125916,0.06923665447261751
161,0.07907146960496902,0.06804086930281904,0.09653729020200785,0.07299741235766195
162,0.09723838418722153,0.06999018795886693,0.09961605339931391,0.0772921023509263
163,0.11699974536895752,0.0661697815718191,0.09739914920741842,0.07326162887929683
164,0.12228786945343018,0.06099165337306205,0.09510695865829298,0.06912180461267785
165,0.06645902991294861,0.06203031189115905,0.09820972659882803,0.06928667320785696
166,0.04687347635626793,0.06517839629340715,0.09742500665647115,0.06833355732538347
167,0.06276936829090118,0.06806471677373599,0.09591646570866409,0.06797900152420276
168,0.0797060877084732,0.06975875938551014,0.09793019838466818,0.06803273048304857
169,0.08547080308198929,0.06622159548861888,0.09591806655282907,0.06880884343684116
170,0.07802250981330872,0.06103008586743938,0.09446790022694862,0.06911869095337998
171,0.05151023343205452,0.06173054522046704,0.09686913008931407,0.07123507345930712
172,0.044712409377098083,0.06512671066116221,0.09705625791429175,0.0702079024735004
173,0.049905505031347275,0.06757125549161411,0.09505003763100726,0.07103569142212801
174,0.044515226036310196,0.06936498390034435,0.0979831153289413,0.07658986835873306
175,0.05725729465484619,0.06586215906510472,0.09536035869844058,0.0741079570967627
176,0.0736846923828125,0.06069385041409047,0.09416977435681843,0.07156085417734454
177,0.08010492473840714,0.06198858111410319,0.09711039352240482,0.07287354558942467
178,0.07613169401884079,0.065047957812158,0.09765450326045057,0.07297035479909414
179,0.0804804340004921,0.06743112587357168,0.09648229899119283,0.0704825371333083
180,0.09154898673295975,0.06848112991468547,0.0978932433519041,0.0686990621222907
181,0.1127520278096199,0.06545151966392354,0.09458290037528433,0.06879638344211554
182,0.09867994487285614,0.05999714633155289,0.09268046334716905,0.06889742622964748
183,0.0702979639172554,0.06157470969312983,0.09579971278454469,0.07044864147670883
184,0.06157678738236427,0.06452505841735762,0.09661495370840113,0.07035281574106556
185,0.10658802837133408,0.06845601033565635,0.09629805748624115,0.07348254144024671
